cliente_id,edad,genero,region,antiguedad_dias,nivel_membresia,paginas_vistas_7d,tiempo_sesion_min,visitas_7d,busquedas_7d,items_carrito,abandono_carrito,categoria_favorita,compras_30d,compras_90d,ticket_promedio,devolucion_30d,calificacion_promedio,descuento_usado,comprara,genero_cod,membresia_cod,region_cod,categoria_cod
669,37,M,Oeste,403,Plata,31,31.07,18,32,4,0,Hogar,5,5,33.19,0,1.7,0,0,0,1,4,2
670,35,F,Oeste,1133,Bronce,110,3.74,1,0,7,0,Libros,1,8,35.39,0,1.6,1,0,1,0,4,4
671,64,M,Este,700,Oro,8,2.59,23,5,11,1,Ropa,6,6,112.03,0,3.8,0,1,0,2,3,1
672,58,F,Oeste,199,Bronce,103,0.96,22,17,3,0,Hogar,5,17,13.98,0,4.9,0,0,1,0,4,2
673,31,M,Centro,1327,Plata,95,25.95,1,9,14,0,Libros,7,8,94.26,0,1.9,1,1,0,1,2,4
674,32,F,Este,327,Bronce,83,5.6,5,27,8,0,Libros,6,3,30.02,0,4.1,0,0,1,0,3,4
675,48,M,Norte,154,Bronce,91,7.7,18,10,6,0,Electronica,5,8,16.83,0,1.4,0,1,0,0,0,0
676,18,M,Oeste,552,Plata,96,10.48,7,32,9,0,Libros,3,3,38.63,0,2.5,0,1,0,1,4,4
677,20,Otro,Oeste,1669,Plata,67,27.44,25,0,12,0,Hogar,4,11,30.34,0,3.0,0,1,2,1,4,2
678,33,M,Norte,405,Plata,45,15.78,28,12,11,0,Deportes,6,3,74.24,1,2.1,0,1,0,1,0,3
679,40,F,Oeste,462,Plata,97,14.32,2,36,6,0,Hogar,3,19,45.38,0,3.1,0,0,1,1,4,2
680,28,M,Norte,132,Oro,111,2.9,25,19,14,1,Ropa,0,13,280.5,0,4.5,1,1,0,2,0,1
681,29,F,Este,791,Plata,66,10.8,13,0,12,1,Libros,7,6,274.94,0,4.8,1,1,1,1,3,4
682,27,M,Centro,874,Plata,25,18.85,24,2,12,1,Libros,1,12,56.92,0,1.4,0,1,0,1,2,4
683,49,Otro,Norte,84,Bronce,7,54.32,15,17,7,0,Libros,1,7,136.81,1,2.1,1,0,2,0,0,4
684,33,M,Sur,1423,Bronce,5,3.37,0,40,11,1,Libros,4,4,11.07,0,4.9,0,0,0,0,1,4
685,25,M,Norte,754,Bronce,79,0.14,20,13,5,0,Electronica,5,11,73.49,0,2.1,0,1,0,0,0,0
686,55,M,Oeste,628,Plata,23,1.17,2,30,7,0,Electronica,3,12,118.79,0,3.8,0,0,0,1,4,0
687,29,M,Este,1133,Bronce,47,7.07,21,26,2,1,Deportes,0,19,29.56,0,2.0,1,0,0,0,3,3
688,41,F,Este,221,Bronce,102,25.77,25,16,9,1,Libros,3,13,15.05,0,2.4,0,1,1,0,3,4
689,45,M,Norte,553,Oro,93,0.11,17,45,9,1,Ropa,7,17,23.56,0,1.8,1,1,0,2,0,1
690,25,F,Centro,1392,Oro,44,9.15,8,28,13,1,Deportes,7,19,56.65,0,4.4,0,1,1,2,2,3
691,45,M,Sur,1171,Oro,12,5.99,5,35,0,0,Libros,5,3,66.48,0,4.5,1,0,0,2,1,4
692,53,M,Este,112,Bronce,68,0.81,22,36,5,0,Electronica,5,17,48.36,0,2.2,1,1,0,0,3,0
693,43,F,Oeste,615,Plata,24,8.97,20,25,0,1,Ropa,7,6,56.38,0,4.3,0,1,1,1,4,1
694,25,F,Oeste,1582,Bronce,19,4.41,24,16,8,0,Deportes,2,14,60.83,0,2.4,1,1,1,0,4,3
695,45,M,Centro,924,Bronce,117,6.51,0,21,13,0,Ropa,7,5,127.38,0,1.4,1,1,0,0,2,1
696,45,M,Este,1518,Bronce,81,18.34,20,24,1,1,Libros,3,15,18.9,0,4.0,0,0,0,0,3,4
697,54,M,Norte,1529,Bronce,110,11.06,26,1,10,1,Hogar,4,19,127.21,0,3.4,0,1,0,0,0,2
698,58,F,Oeste,475,Bronce,81,2.0,9,21,1,0,Ropa,3,7,103.34,0,2.1,0,0,1,0,4,1
699,53,F,Centro,836,Plata,65,48.82,26,4,6,1,Ropa,1,15,118.28,0,2.0,1,0,1,1,2,1
700,44,M,Este,271,Bronce,73,15.16,5,3,1,1,Electronica,0,15,116.08,0,4.9,1,0,0,0,3,0
701,34,F,Este,421,Plata,118,21.78,22,35,9,1,Libros,6,2,60.88,0,4.5,0,1,1,1,3,4
702,26,F,Este,707,Plata,44,1.24,11,5,7,0,Ropa,4,16,29.0,0,4.2,0,0,1,1,3,1
703,50,F,Este,1391,Bronce,113,0.72,3,20,5,0,Libros,2,8,71.54,1,1.5,0,0,1,0,3,4
704,37,F,Este,1304,Bronce,46,0.29,27,12,13,0,Electronica,0,2,263.57,0,4.0,0,1,1,0,3,0
705,30,M,Oeste,1307,Bronce,62,3.14,12,36,6,0,Libros,0,19,81.04,0,1.9,1,0,0,0,4,4
706,45,M,Centro,40,Plata,75,8.03,16,24,6,0,Electronica,6,6,10.89,1,4.9,1,0,0,1,2,0
707,46,M,Este,189,Bronce,110,41.19,26,25,5,0,Electronica,1,17,14.93,0,1.2,0,1,0,0,3,0
708,30,M,Sur,1188,Bronce,76,9.16,7,38,9,0,Deportes,1,11,405.4,0,2.4,0,1,0,0,1,3
709,63,F,Sur,994,Bronce,113,5.14,25,19,10,1,Libros,1,18,15.97,0,2.7,0,1,1,0,1,4
710,52,F,Centro,1560,Plata,110,12.38,19,32,8,0,Hogar,4,15,13.77,0,4.3,1,1,1,1,2,2
711,23,M,Norte,536,Oro,54,1.78,2,13,12,1,Deportes,3,16,44.84,0,4.1,0,1,0,2,0,3
712,35,M,Norte,1028,Bronce,74,14.11,11,35,8,1,Electronica,0,19,288.72,0,2.5,0,0,0,0,0,0
713,22,M,Norte,290,Plata,18,12.6,6,16,14,0,Hogar,3,14,40.7,0,3.3,1,1,0,1,0,2
714,64,F,Sur,433,Plata,34,23.55,11,20,6,1,Ropa,3,0,52.19,0,4.3,0,0,1,1,1,1
715,42,M,Norte,471,Oro,102,64.79,1,45,8,0,Ropa,1,1,90.43,0,1.1,0,1,0,2,0,1
716,19,F,Oeste,1205,Plata,52,4.33,23,15,12,0,Deportes,3,7,11.95,0,4.2,1,1,1,1,4,3
717,27,M,Este,1272,Plata,25,10.69,13,45,9,1,Hogar,0,1,192.44,1,4.8,0,0,0,1,3,2
718,47,M,Sur,628,Plata,109,35.93,21,15,2,0,Libros,0,18,68.62,1,1.1,0,0,0,1,1,4
719,62,Otro,Centro,279,Oro,13,23.07,22,19,2,1,Hogar,5,8,60.31,0,1.2,0,0,2,2,2,2
720,22,Otro,Centro,877,Bronce,117,10.02,29,28,0,0,Deportes,2,8,167.71,1,2.4,0,0,2,0,2,3
721,50,M,Este,581,Bronce,44,43.61,4,27,4,1,Libros,4,12,254.74,0,1.4,0,0,0,0,3,4
722,18,F,Sur,863,Bronce,43,0.88,8,7,14,0,Libros,3,5,54.05,1,2.9,1,0,1,0,1,4
723,35,F,Norte,254,Plata,87,40.1,20,23,3,1,Ropa,4,14,25.14,0,3.9,0,0,1,1,0,1
724,49,F,Norte,181,Plata,104,0.78,10,2,1,0,Hogar,4,18,145.3,0,3.3,1,1,1,1,0,2
725,64,M,Oeste,681,Bronce,64,11.89,4,24,8,1,Libros,4,14,51.3,0,1.8,0,0,0,0,4,4
726,28,F,Oeste,825,Plata,50,33.17,2,18,2,1,Deportes,6,17,229.34,0,3.6,0,0,1,1,4,3
727,38,F,Norte,1533,Bronce,42,4.57,26,32,14,0,Ropa,7,6,249.5,0,3.7,0,1,1,0,0,1
728,43,F,Centro,1785,Bronce,118,9.59,16,1,7,1,Libros,5,10,19.76,1,4.7,0,0,1,0,2,4
729,42,M,Centro,700,Oro,85,5.88,1,14,5,0,Hogar,4,7,260.9,0,1.6,0,0,0,2,2,2
730,39,M,Oeste,566,Bronce,22,45.59,23,21,13,1,Ropa,7,5,46.74,0,3.8,0,1,0,0,4,1
731,44,M,Este,1350,Bronce,55,26.03,0,9,12,0,Hogar,7,7,93.13,0,4.6,0,0,0,0,3,2
732,30,F,Norte,1381,Plata,117,18.52,6,17,4,1,Hogar,5,1,12.83,0,3.0,0,0,1,1,0,2
733,50,M,Oeste,1674,Plata,18,13.29,29,21,0,1,Hogar,0,18,185.77,0,2.4,1,0,0,1,4,2
734,51,F,Oeste,680,Bronce,81,25.77,13,45,3,0,Ropa,6,15,92.09,0,1.7,0,1,1,0,4,1
735,58,Otro,Norte,391,Plata,75,7.47,4,48,2,0,Libros,3,6,92.53,0,4.5,0,0,2,1,0,4
736,52,M,Norte,1639,Plata,54,8.9,18,26,0,0,Electronica,5,9,195.97,0,2.6,0,0,0,1,0,0
737,18,F,Centro,1109,Bronce,91,19.64,27,12,11,1,Libros,2,11,66.8,0,4.7,0,0,1,0,2,4
738,38,M,Este,1341,Bronce,91,6.64,27,32,14,0,Ropa,7,16,52.28,0,4.4,1,1,0,0,3,1
739,23,F,Este,212,Plata,59,0.99,10,4,4,0,Electronica,4,6,170.87,0,2.5,0,0,1,1,3,0
740,45,M,Norte,1539,Bronce,58,1.16,22,25,5,1,Electronica,7,7,118.51,0,3.3,0,0,0,0,0,0
741,34,F,Sur,384,Oro,32,1.84,24,12,1,0,Electronica,6,6,248.04,0,1.1,0,0,1,2,1,0
742,22,F,Oeste,1715,Plata,18,30.57,1,26,14,1,Deportes,2,3,235.24,1,2.1,1,0,1,1,4,3
743,48,F,Oeste,342,Oro,27,9.59,7,13,13,0,Ropa,0,2,48.54,0,3.8,0,1,1,2,4,1
744,22,F,Norte,844,Bronce,51,18.72,8,23,2,0,Deportes,0,18,57.39,0,3.7,0,0,1,0,0,3
745,55,F,Sur,1062,Oro,48,7.49,26,2,10,1,Electronica,1,14,33.66,0,2.4,0,1,1,2,1,0
746,20,F,Centro,1535,Bronce,36,4.49,2,46,13,0,Deportes,4,3,96.46,0,4.2,0,0,1,0,2,3
747,40,F,Norte,420,Bronce,25,6.4,1,48,14,0,Deportes,1,8,46.27,0,1.9,0,0,1,0,0,3
748,54,F,Norte,751,Bronce,98,23.71,6,29,5,1,Ropa,6,12,133.38,0,2.8,1,0,1,0,0,1
749,54,M,Oeste,1193,Bronce,97,14.72,4,34,3,0,Hogar,2,17,20.37,0,2.9,1,0,0,0,4,2
750,27,F,Norte,1367,Plata,98,41.62,20,47,8,1,Deportes,7,15,19.9,0,2.4,1,1,1,1,0,3
751,27,F,Norte,306,Bronce,39,17.08,25,13,4,1,Deportes,3,0,28.3,0,4.8,0,0,1,0,0,3
752,36,F,Norte,1566,Bronce,79,12.67,4,11,3,0,Electronica,1,3,17.04,0,3.8,0,0,1,0,0,0
753,34,M,Oeste,702,Plata,37,14.13,19,27,1,0,Electronica,0,17,87.41,0,3.2,0,0,0,1,4,0
754,38,F,Centro,869,Bronce,76,42.81,12,43,5,1,Electronica,4,7,22.75,0,3.0,1,0,1,0,2,0
755,31,M,Centro,537,Plata,86,23.28,20,28,9,0,Libros,7,19,23.94,1,1.6,0,1,0,1,2,4
756,26,F,Norte,1136,Bronce,53,0.37,28,42,1,0,Deportes,2,15,11.15,0,2.5,1,1,1,0,0,3
757,63,M,Oeste,1435,Plata,21,11.46,19,16,11,1,Electronica,5,10,131.89,0,3.7,0,1,0,1,4,0
758,18,F,Centro,206,Plata,15,17.49,28,39,12,0,Ropa,6,19,143.83,0,4.7,1,1,1,1,2,1
759,62,Otro,Centro,1209,Bronce,27,20.72,5,48,6,1,Libros,6,18,24.14,0,4.3,0,1,2,0,2,4
760,30,M,Centro,1406,Bronce,111,3.6,19,20,2,0,Hogar,0,18,117.62,1,2.2,0,0,0,0,2,2
761,21,Otro,Oeste,496,Bronce,34,30.28,17,22,8,0,Deportes,5,17,55.47,0,2.7,0,1,2,0,4,3
762,18,M,Oeste,1403,Plata,59,46.8,24,19,10,0,Deportes,6,18,31.91,0,1.3,1,1,0,1,4,3
763,57,F,Norte,1071,Bronce,44,4.05,1,10,4,1,Ropa,3,10,87.7,0,1.4,0,0,1,0,0,1
764,49,F,Este,1764,Bronce,45,32.13,24,33,7,1,Hogar,7,2,25.73,0,2.9,1,0,1,0,3,2
765,51,F,Centro,1575,Bronce,71,1.53,25,9,10,1,Hogar,4,7,123.14,0,3.1,1,1,1,0,2,2
766,45,F,Este,1552,Bronce,107,0.86,5,9,5,0,Libros,7,19,13.9,0,2.1,1,1,1,0,3,4
767,48,F,Oeste,504,Bronce,54,2.08,8,42,13,0,Deportes,3,18,265.79,0,3.6,1,1,1,0,4,3
768,25,M,Oeste,1046,Plata,118,0.89,24,5,11,0,Electronica,6,9,15.97,0,3.8,1,1,0,1,4,0
769,56,M,Oeste,213,Bronce,85,27.97,2,35,9,0,Ropa,3,15,79.3,0,2.2,1,1,0,0,4,1
770,43,F,Este,310,Bronce,84,0.91,0,23,7,0,Ropa,7,4,195.98,1,4.0,0,0,1,0,3,1
771,51,F,Oeste,661,Plata,25,4.75,0,11,12,1,Ropa,6,19,10.96,0,1.8,1,0,1,1,4,1
772,20,F,Norte,753,Plata,103,1.64,18,42,12,0,Ropa,4,8,65.21,0,3.2,1,1,1,1,0,1
773,29,F,Oeste,272,Bronce,84,5.25,4,22,10,1,Electronica,4,7,44.46,0,4.2,0,0,1,0,4,0
774,18,M,Sur,1595,Bronce,24,1.42,12,26,11,0,Electronica,5,10,79.46,0,3.1,1,1,0,0,1,0
775,61,F,Este,1823,Bronce,104,16.54,18,44,2,1,Libros,3,15,30.44,0,4.6,0,0,1,0,3,4
776,22,M,Sur,938,Oro,64,2.15,11,36,2,0,Deportes,2,6,15.37,0,1.2,0,0,0,2,1,3
777,47,F,Oeste,1226,Bronce,5,28.64,15,5,4,0,Electronica,5,14,88.67,0,3.4,0,1,1,0,4,0
778,47,M,Norte,32,Oro,22,25.49,24,0,10,0,Libros,4,19,53.14,0,3.2,0,1,0,2,0,4
779,34,M,Centro,443,Plata,114,0.21,24,5,9,0,Hogar,0,16,87.93,0,3.6,1,1,0,1,2,2
780,64,M,Oeste,162,Plata,63,33.91,18,49,2,0,Deportes,6,5,28.91,0,4.3,1,0,0,1,4,3
781,40,M,Norte,767,Bronce,86,0.44,2,21,7,0,Electronica,5,14,43.09,0,3.9,1,0,0,0,0,0
782,32,F,Este,254,Bronce,42,4.11,11,40,9,0,Hogar,1,7,75.98,0,4.2,1,1,1,0,3,2
783,54,M,Sur,521,Bronce,106,0.49,29,23,12,1,Libros,2,6,81.94,0,2.2,0,1,0,0,1,4
784,38,M,Sur,977,Bronce,22,6.14,4,24,11,1,Electronica,6,1,47.26,0,2.5,0,0,0,0,1,0
785,31,M,Sur,1675,Plata,95,10.82,1,14,13,1,Electronica,5,12,36.29,0,3.5,0,1,0,1,1,0
786,19,M,Este,1504,Oro,29,23.89,21,25,7,0,Hogar,4,5,35.58,0,3.2,1,0,0,2,3,2
787,28,M,Norte,10,Plata,76,6.19,6,7,1,1,Electronica,7,4,25.36,0,4.8,0,0,0,1,0,0
788,56,M,Este,726,Plata,106,18.34,12,23,11,0,Ropa,4,19,41.49,0,1.7,1,1,0,1,3,1
789,55,F,Sur,505,Bronce,17,3.11,24,47,3,0,Electronica,2,0,27.8,0,2.4,1,1,1,0,1,0
790,51,F,Oeste,785,Bronce,86,20.83,14,37,9,0,Deportes,1,17,90.37,0,3.3,1,1,1,0,4,3
791,55,F,Centro,1584,Bronce,78,4.04,21,5,12,0,Hogar,5,14,77.34,0,4.5,0,1,1,0,2,2
792,51,M,Este,436,Plata,96,2.32,2,34,0,0,Deportes,7,9,48.58,0,4.7,0,0,0,1,3,3
793,35,M,Este,1135,Oro,20,3.08,27,41,3,0,Libros,5,2,41.54,0,2.3,1,0,0,2,3,4
794,47,F,Norte,153,Plata,56,3.01,20,0,11,0,Deportes,3,4,31.7,1,1.3,1,1,1,1,0,3
795,32,F,Norte,1659,Bronce,102,10.79,19,45,12,1,Ropa,0,12,71.34,0,2.7,0,1,1,0,0,1
796,44,M,Este,917,Bronce,22,27.95,4,35,12,1,Ropa,4,7,210.97,0,2.6,1,0,0,0,3,1
797,51,M,Sur,869,Plata,90,1.24,23,11,10,1,Deportes,5,1,102.59,0,4.9,1,1,0,1,1,3
798,55,M,Centro,1126,Bronce,44,18.41,7,37,12,1,Libros,5,8,119.14,1,2.7,0,0,0,0,2,4
799,50,M,Norte,753,Plata,43,15.93,21,10,3,0,Electronica,6,16,153.84,0,2.2,0,1,0,1,0,0
800,41,M,Sur,1215,Plata,81,30.9,0,11,9,1,Ropa,6,17,44.66,0,2.5,0,0,0,1,1,1
801,32,F,Oeste,1753,Plata,87,4.2,7,41,8,1,Deportes,5,12,15.2,0,2.6,0,0,1,1,4,3
802,47,F,Norte,563,Bronce,114,8.97,23,49,14,0,Deportes,1,0,87.95,1,4.3,1,1,1,0,0,3
803,59,F,Sur,1105,Bronce,46,39.02,17,38,2,0,Deportes,0,11,26.73,1,1.3,0,0,1,0,1,3
804,34,F,Sur,489,Bronce,39,16.18,19,6,14,1,Electronica,5,19,77.34,1,2.3,1,1,1,0,1,0
805,22,F,Centro,895,Bronce,50,7.38,27,10,1,0,Hogar,2,19,117.62,0,4.9,1,1,1,0,2,2
806,46,F,Centro,1112,Bronce,41,2.11,15,35,8,1,Libros,4,4,132.46,0,1.6,0,1,1,0,2,4
807,21,F,Oeste,1218,Plata,6,4.57,17,30,8,0,Hogar,3,7,38.74,1,4.0,0,0,1,1,4,2
808,27,M,Sur,104,Plata,49,13.06,19,32,0,0,Libros,6,14,67.47,1,2.4,0,0,0,1,1,4
809,34,M,Sur,1807,Bronce,47,19.0,11,12,5,0,Libros,2,2,87.61,0,3.3,0,0,0,0,1,4
810,27,M,Centro,1120,Bronce,83,1.99,12,17,9,0,Deportes,4,5,146.95,0,1.4,1,1,0,0,2,3
811,34,F,Norte,1447,Bronce,90,13.73,12,40,7,1,Ropa,7,12,124.63,0,2.2,1,0,1,0,0,1
812,37,F,Norte,1222,Bronce,5,11.99,9,23,2,1,Deportes,6,11,363.66,1,3.0,0,0,1,0,0,3
813,41,M,Este,1025,Plata,90,10.82,6,8,10,0,Electronica,1,18,10.65,1,1.9,0,0,0,1,3,0
814,22,F,Centro,1007,Bronce,8,17.57,24,30,8,0,Libros,6,17,56.03,1,3.2,0,1,1,0,2,4
815,51,M,Este,407,Bronce,116,27.25,13,40,1,1,Ropa,0,0,33.66,1,1.9,0,0,0,0,3,1
816,23,F,Centro,1402,Bronce,108,5.85,29,9,5,1,Libros,0,6,20.22,1,3.6,0,0,1,0,2,4
817,19,M,Oeste,167,Oro,56,32.98,23,1,0,0,Libros,4,11,203.99,0,4.6,1,1,0,2,4,4
818,30,M,Sur,509,Plata,30,2.63,15,37,12,0,Deportes,2,9,505.67,0,1.3,0,1,0,1,1,3
819,60,F,Oeste,1662,Bronce,20,2.85,14,14,6,1,Ropa,3,11,25.93,0,1.9,1,0,1,0,4,1
820,60,M,Centro,313,Plata,89,4.65,11,2,2,1,Ropa,1,10,13.14,0,4.4,0,0,0,1,2,1
821,28,M,Sur,1617,Plata,39,1.91,8,42,6,0,Libros,4,3,35.73,0,3.5,1,1,0,1,1,4
822,64,M,Norte,1442,Oro,111,3.93,7,30,3,0,Ropa,7,18,154.08,1,1.3,1,1,0,2,0,1
823,40,F,Norte,763,Bronce,44,1.69,17,5,8,1,Ropa,1,5,37.84,0,2.9,0,0,1,0,0,1
824,33,F,Este,681,Oro,76,25.87,22,2,4,1,Deportes,0,8,14.69,0,1.8,0,1,1,2,3,3
825,48,M,Centro,477,Oro,48,2.24,17,10,2,0,Hogar,5,19,14.31,0,1.8,1,0,0,2,2,2
826,28,F,Centro,73,Oro,86,20.63,12,14,14,0,Electronica,5,9,54.61,0,4.8,1,1,1,2,2,0
827,33,F,Norte,1165,Plata,19,0.74,27,44,7,1,Hogar,3,4,224.86,0,4.0,1,1,1,1,0,2
828,25,M,Oeste,582,Plata,100,44.5,26,27,5,0,Ropa,1,12,36.94,0,3.8,1,1,0,1,4,1
829,21,M,Sur,262,Bronce,117,18.63,17,9,1,0,Libros,4,8,54.57,0,2.0,0,0,0,0,1,4
830,57,M,Oeste,1364,Plata,116,0.1,14,37,2,0,Electronica,3,1,18.6,0,1.5,1,1,0,1,4,0
831,21,M,Oeste,1332,Plata,91,21.65,3,46,7,0,Electronica,6,17,64.43,0,4.5,1,0,0,1,4,0
832,42,F,Norte,245,Plata,16,10.83,16,49,14,1,Libros,6,0,105.4,0,1.0,1,0,1,1,0,4
833,20,M,Norte,1539,Bronce,27,22.67,4,49,9,0,Electronica,7,11,35.3,0,2.6,1,1,0,0,0,0
834,49,F,Norte,1361,Plata,40,11.09,21,6,6,1,Libros,2,9,38.16,0,2.1,1,1,1,1,0,4
835,20,F,Este,1599,Plata,65,15.37,15,14,9,0,Electronica,5,1,157.6,0,3.3,1,1,1,1,3,0
836,44,M,Oeste,561,Bronce,24,23.15,8,17,5,0,Hogar,4,8,10.83,0,2.0,1,1,0,0,4,2
837,46,F,Centro,1100,Plata,57,7.79,9,17,13,0,Electronica,1,1,90.95,1,2.2,1,1,1,1,2,0
838,49,M,Sur,175,Plata,113,0.04,23,40,0,1,Deportes,3,13,50.05,0,4.4,0,1,0,1,1,3
839,36,Otro,Este,109,Plata,40,28.45,17,23,8,1,Libros,4,10,38.35,0,3.4,1,1,2,1,3,4
840,38,F,Centro,183,Bronce,5,7.19,16,1,2,0,Electronica,3,10,95.74,0,1.6,1,1,1,0,2,0
841,22,F,Oeste,192,Bronce,74,10.28,17,39,13,1,Libros,3,16,153.98,0,3.9,0,1,1,0,4,4
842,35,F,Norte,65,Oro,37,0.12,6,19,4,1,Deportes,3,3,75.39,0,1.8,0,0,1,2,0,3
843,45,M,Oeste,963,Bronce,5,10.16,3,33,6,1,Electronica,1,12,12.53,0,2.7,1,0,0,0,4,0
844,59,F,Sur,1498,Plata,44,64.56,25,42,14,0,Electronica,4,6,59.5,0,3.6,1,1,1,1,1,0
845,39,F,Este,1807,Bronce,74,4.89,4,25,6,1,Deportes,0,15,59.7,0,2.1,0,0,1,0,3,3
846,38,F,Este,1124,Plata,13,7.55,27,6,2,0,Deportes,0,0,72.79,0,2.5,1,1,1,1,3,3
847,23,F,Sur,1568,Bronce,65,17.43,22,37,14,0,Deportes,1,12,98.93,0,3.9,1,1,1,0,1,3
848,18,F,Centro,864,Plata,39,25.29,15,29,3,1,Libros,6,0,11.56,0,4.8,0,0,1,1,2,4
849,22,M,Centro,1152,Bronce,2,8.1,2,41,9,0,Deportes,1,10,65.77,1,3.1,0,0,0,0,2,3
850,58,M,Este,1476,Bronce,118,5.56,25,4,6,0,Libros,5,5,81.0,0,1.0,1,1,0,0,3,4
851,29,F,Este,369,Bronce,116,41.67,17,10,7,0,Hogar,3,19,43.65,0,2.4,1,1,1,0,3,2
852,43,M,Norte,851,Bronce,98,16.96,28,0,1,1,Electronica,4,2,98.3,0,2.6,0,1,0,0,0,0
853,63,F,Centro,43,Oro,96,1.9,22,33,8,1,Electronica,4,11,30.72,1,2.4,0,1,1,2,2,0
854,51,F,Sur,1443,Oro,23,1.07,20,0,6,0,Ropa,2,4,40.54,0,2.7,0,1,1,2,1,1
855,31,M,Centro,488,Bronce,18,9.91,13,18,12,1,Hogar,2,8,273.22,0,3.5,1,1,0,0,2,2
856,43,M,Norte,78,Plata,17,3.73,14,1,7,0,Deportes,7,11,44.23,0,1.5,0,0,0,1,0,3
857,62,F,Este,826,Bronce,63,4.4,16,20,5,0,Deportes,0,9,44.03,0,2.1,0,0,1,0,3,3
858,44,M,Este,1294,Plata,112,31.52,0,19,5,1,Hogar,2,18,82.44,0,3.0,0,0,0,1,3,2
859,26,F,Norte,674,Plata,115,1.41,24,22,8,0,Deportes,2,4,293.17,0,2.3,1,1,1,1,0,3
860,43,M,Sur,701,Oro,87,18.85,20,20,3,0,Ropa,0,4,336.34,0,5.0,0,1,0,2,1,1
861,64,F,Este,759,Bronce,108,4.74,16,23,10,0,Libros,5,8,79.33,0,2.7,0,1,1,0,3,4
862,39,M,Oeste,728,Plata,34,21.43,22,3,10,1,Electronica,6,19,10.09,0,4.5,1,1,0,1,4,0
863,64,F,Este,1339,Bronce,61,19.22,24,11,4,0,Hogar,0,16,194.73,0,4.6,0,0,1,0,3,2
864,47,M,Oeste,925,Oro,0,0.11,10,21,8,1,Electronica,6,9,77.56,0,4.3,0,0,0,2,4,0
865,60,F,Norte,902,Bronce,99,10.67,16,19,0,1,Libros,7,0,46.46,0,1.2,1,0,1,0,0,4
866,34,M,Norte,889,Plata,24,2.25,25,17,3,0,Hogar,2,15,151.38,1,4.8,0,1,0,1,0,2
867,43,F,Este,993,Plata,44,30.17,13,0,6,1,Libros,4,14,50.84,0,1.5,1,0,1,1,3,4
868,53,F,Centro,1192,Plata,48,30.79,28,29,10,0,Deportes,2,16,12.77,1,1.1,0,1,1,1,2,3
869,18,M,Oeste,339,Bronce,106,8.13,19,32,14,0,Deportes,3,19,147.66,0,2.7,0,1,0,0,4,3
870,25,M,Sur,193,Oro,97,8.82,29,23,8,1,Deportes,7,12,73.15,0,1.8,1,1,0,2,1,3
871,52,M,Este,1477,Bronce,88,5.42,18,13,14,1,Libros,6,0,43.02,0,1.7,0,1,0,0,3,4
872,32,F,Sur,283,Plata,15,18.91,20,35,13,0,Libros,6,7,33.11,0,2.2,1,1,1,1,1,4
873,64,F,Este,1360,Bronce,97,6.66,6,4,12,0,Libros,3,4,82.07,0,2.0,0,0,1,0,3,4
874,39,F,Centro,390,Bronce,92,4.68,23,10,10,0,Electronica,3,5,28.66,0,3.7,0,1,1,0,2,0
875,31,M,Centro,1000,Plata,18,8.49,12,23,11,0,Libros,5,19,41.31,0,1.7,1,1,0,1,2,4
876,43,M,Centro,525,Bronce,22,1.44,17,30,12,0,Deportes,1,13,90.96,0,3.2,0,1,0,0,2,3
877,45,F,Centro,1264,Bronce,82,20.59,22,12,9,0,Ropa,3,10,180.66,0,4.9,0,1,1,0,2,1
878,40,F,Norte,1507,Bronce,24,0.19,29,15,5,1,Libros,6,5,70.9,0,2.7,0,1,1,0,0,4
879,31,Otro,Norte,659,Bronce,15,15.51,13,23,11,0,Ropa,4,10,123.87,0,3.6,0,1,2,0,0,1
880,41,M,Oeste,716,Plata,53,3.03,0,12,7,0,Deportes,6,12,125.2,0,4.9,1,0,0,1,4,3
881,19,F,Sur,1616,Oro,114,3.97,6,23,12,1,Libros,6,11,97.34,1,1.6,1,1,1,2,1,4
882,62,M,Este,891,Bronce,72,15.14,7,25,8,1,Electronica,5,1,32.57,0,2.7,1,0,0,0,3,0
883,43,M,Este,1579,Bronce,0,74.31,17,1,9,0,Electronica,1,2,171.27,0,4.4,1,1,0,0,3,0
884,31,F,Norte,1482,Bronce,41,22.56,8,15,3,0,Ropa,1,3,55.86,1,4.7,0,0,1,0,0,1
885,24,F,Este,1113,Bronce,18,3.84,0,37,0,1,Electronica,3,16,13.62,0,3.4,0,0,1,0,3,0
886,20,Otro,Norte,1684,Plata,96,2.9,28,45,13,0,Electronica,7,5,32.44,0,1.6,1,1,2,1,0,0
887,64,M,Oeste,1119,Plata,33,30.17,21,0,7,0,Electronica,2,6,126.04,1,4.6,0,1,0,1,4,0
888,40,M,Sur,452,Bronce,79,8.81,16,48,1,1,Deportes,6,14,15.73,0,1.7,0,0,0,0,1,3
889,63,F,Oeste,428,Bronce,107,2.21,18,10,10,0,Electronica,0,10,22.75,0,2.4,1,1,1,0,4,0
890,60,F,Centro,1175,Bronce,103,29.73,26,34,0,0,Hogar,2,2,104.79,0,2.5,0,1,1,0,2,2
891,64,M,Centro,1538,Plata,54,25.4,5,42,12,0,Libros,2,5,188.5,0,2.8,0,0,0,1,2,4
